"PARENT-DIST-NAME","COMPANY-NAME","BRANCH","CUSTNUMBER","CUSTNAME","CUST-COUNTRY","VEND-PART-NO","ARW-PART-NO","INVOICE-NO","INVOICE-LI","INVOICE-DATE","INVOICE-QTY","UNIT-PRICE","CUR-CODE","TRAN-TYPE","NEDA","ACCOUNTING-PERIOD","SHIP-DEBIT-COST","SHIP-DEBIT-CUR-CODE","SHIP-DEBIT-NO"
"ARROW","ARROW ASIA PAC LIMITED","10353","2284838","HIKVISION INTERNATIONAL CO., LTD.","HK","SIT9005AI-12-18ED25.000000E","SIT9005AI-12-18ED25.000000E","292/604090010437","1","20200326","-4000","0.3300","USD","RP","NONEDISITIME","202003","0.2970"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","10353","2284838","HIKVISION INTERNATIONAL CO., LTD.","HK","SIT9005AI-12-18ED25.000000E","SIT9005AI-12-18ED25.000000E","292/604021071182","1","20200324","4000","0.3300","USD","SS","NONEDISITIME","202003","0.2970"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","10353","2284838","HIKVISION INTERNATIONAL CO., LTD.","HK","SIT1572AI-J3-33E-DCC-32.768E","SIT1572AI-J3-33E-DCC-32.768E","292/604021057628","1","20200303","6000","0.3500","USD","SS","NONEDISITIME","202003","0.3150"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","10353","2284375","CHONGQING HIKVISION TECHNOLOGY CO.,","CN","SIT9005AI-22-18ND27.000000E","SIT9005AI-22-18ND27.000000E","292/604021056990","1","20200302","16000","0.3300","USD","SS","NONEDISITIME","202003","0.3030"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","10353","2284375","CHONGQING HIKVISION TECHNOLOGY CO.,","CN","SIT9005AI-22-18ND27.000000E","SIT9005AI-22-18ND27.000000E","292/604021070005","1","20200323","16000","0.3300","USD","SS","NONEDISITIME","202003","0.3030"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","10353","2284375","CHONGQING HIKVISION TECHNOLOGY CO.,","CN","SIT9005AI-22-18ND24000000E","SIT9005AI-22-18ND24000000E","292/604021059830","1","20200306","103000","0.3300","USD","SS","NONEDISITIME","202003","0.3030"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","10353","2284838","HIKVISION INTERNATIONAL CO., LTD.","HK","SIT1552AI-JE-DCC-32.768E","SIT1552AI-JE-DCC-32.768E","292/604021061503","1","20200310","1000","0.5600","USD","SS","NONEDISITIME","202003","0.5100"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","10353","2461556","Hangzhou EZVIZ Network Co., Ltd.","CN","SIT1572AI-J3-33E-DCC-32.768E","SIT1572AI-J3-33E-DCC-32.768E","292/604021058243","1","20200304","57000","0.3500","USD","SS","NONEDISITIME","202003","0.3150"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","10353","2284838","HIKVISION INTERNATIONAL CO., LTD.","HK","SIT9005AI-12-XXND27.000000E","SIT9005AI-12-XXND27.000000E","292/604021057874","1","20200303","30000","0.3300","USD","SS","NONEDISITIME","202003","0.3030"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","10353","2284838","HIKVISION INTERNATIONAL CO., LTD.","HK","SIT9005AI-22-18ND24000000E","SIT9005AI-22-18ND24000000E","292/604021057865","1","20200303","88000","0.3300","USD","SS","NONEDISITIME","202003","0.3030"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","10353","2284838","HIKVISION INTERNATIONAL CO., LTD.","HK","SIT1602BC-12-33E-25.000000D","SIT1602BC-12-33E-25.000000D","292/604021057680","1","20200303","21000","0.1750","USD","SS","NONEDISITIME","202003","0.1580"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","10356","2088384","VTECH COMMUNICATIONS LTD","CN","SIT1602BC-82-33E-24.576000Y","SIT1602BC-82-33E-24.576000Y","292/604021068429","1","20200319","1000","0.4500","USD","SS","NONEDISITIME","202003","0.3960"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","10361","2419952","LAON PEOPLE Inc.","KR","SIT9367AI-2B2-33E644.531250G","SIT9367AI-2B2-33E644.531250G","294/606020078513","1","20200225","1000","5.5000","USD","SS","NONEDISITIME","202003","4.7000"," USD",""
"ARROW","ARROW ELECTRONICS ASIA (S) PTE. LTD","10385","2039739","National Instruments Malaysia Sdn B","MY","SIT8208AI-G3-18E-33.333333T","SIT8208AI-G3-18E-33.333333T","302/624021487077","1","20200324","6000","0.5300","USD","SS","NONEDISITIME","202003","0.3500"," USD",""
"ARROW","ARROW ELECTRONICS ASIA (S) PTE. LTD","6340","2151810","SI2 MICROSYSTEMS PVT LTD","IN","SIT5156AI-FK-33N0-25.000000F","SIT5156AI-FK-33N0-25.000000F","302/624021468577","1","20200302","50","12.5000","USD","SS","NONEDISITIME","202003","10.0000"," USD",""
"ARROW","ARROW ELECTRONICS ASIA (S) PTE. LTD","6367","2022228","JABIL CIRCUIT INDIA PVT. LTD.","IN","SIT8008AC-23-33E-46.080000E","SIT8008AC-23-33E-46.080000E","302/624021466511","1","20200228","2000","0.4500","USD","SS","NONEDISITIME","202003","0.3900"," USD",""
"ARROW","ARROW ELECTRONICS ASIA (S) PTE. LTD","6367","2022228","JABIL CIRCUIT INDIA PVT. LTD.","IN","SIT8008AC-23-33E-16.000000E","SIT8008AC-23-33E-16.000000E","302/624021465871","1","20200227","6000","0.4500","USD","SS","NONEDISITIME","202003","0.3900"," USD",""
"ARROW","ARROW ELECTRONICS ASIA (S) PTE. LTD","6369","2146118","SIEMENS LTD","IN","SIT1602BI-33-33S-25.000000X","SIT1602BI-33-33S-25.000000X","302/624021477400","1","20200312","250","0.3890","USD","SS","NONEDISITIME","202003","0.3500"," USD",""
"ARROW","ARROW ELECTRONICS ASIA (S) PTE. LTD","6377","2023455","BENCHMARK ELECTRONICS (M) SDN BHD","MY","SIT8008BI-23-XXN-12.288000E","SIT8008BI-23-XXN-12.288000E","302/624021478717","1","20200314","1000","0.5120","USD","SS","NONEDISITIME","202003","0.4100"," USD",""
"ARROW","ARROW ELECTRONICS ASIA (S) PTE. LTD","6381","2024551","JABIL CIRCUIT SDN BHD","MY","SIT9002AC-043N33EO200.00000Z","SIT9002AC-043N33EO200.00000Z","302/624021472565","1","20200306","1000","3.0000","USD","SS","NONEDISITIME","202003","2.5100"," USD",""
"ARROW","ARROW ELECTRONICS ASIA (S) PTE. LTD","6402","2022422","JABIL VIETNAM CO.,LTD","VN","SIT5001AI-2E-33N0-25.998450Y","SIT5001AI-2E-33N0-25.998450Y","302/624021472396","1","20200306","2000","2.2500","USD","SS","NONEDISITIME","202003","1.8000"," USD",""
"ARROW","ARROW ELECTRONICS ASIA (S) PTE. LTD","6403","2023789","SPARTRONICS VIETNAM CO., LTD","VN","SIT1602BC-33-33E-40.000000Y","SIT1602BC-33-33E-40.000000Y","302/624021484219","1","20200320","2000","0.4350","USD","SS","NONEDISITIME","202003","0.3790"," USD",""
"ARROW","ARROW ELECTRONICS ASIA (S) PTE. LTD","6403","2023789","SPARTRONICS VIETNAM CO., LTD","VN","SIT1602BC-33-33E-40.000000Y","SIT1602BC-33-33E-40.000000Y","302/624021484219","2","20200320","1000","0.4350","USD","SS","NONEDISITIME","202003","0.3790"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6725","2088641","WONG'S ELECTRONICS CO., LTD.","HK","SIT8008BI-21-33E-25.000000E","SIT8008BI-21-33E-25.000000E","292/604021056616","1","20200302","1000","0.5100","USD","SS","NONEDISITIME","202003","0.4500"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2281476","JABIL CIRCUIT (GUANGZHOU) LIMITED","CN","SIT1602AI-23-33E-25.000000E","SIT1602AI-23-33E-25.000000E","292/604021059732","1","20200306","1000","0.2200","USD","SS","NONEDISITIME","202003","0.1950"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2281476","JABIL CIRCUIT (GUANGZHOU) LIMITED","CN","SIT1602AI-23-33E-25.000000E","SIT1602AI-23-33E-25.000000E","292/604021060029","1","20200306","1000","0.2200","USD","SS","NONEDISITIME","202003","0.1950"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2281476","JABIL CIRCUIT (GUANGZHOU) LIMITED","CN","SIT1602AI-23-33E-25.000000E","SIT1602AI-23-33E-25.000000E","292/604021061158","1","20200309","1000","0.2200","USD","SS","NONEDISITIME","202003","0.1950"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2281476","JABIL CIRCUIT (GUANGZHOU) LIMITED","CN","SIT1602AI-23-33E-25.000000E","SIT1602AI-23-33E-25.000000E","292/604021062426","1","20200311","1000","0.2200","USD","SS","NONEDISITIME","202003","0.1950"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2281476","JABIL CIRCUIT (GUANGZHOU) LIMITED","CN","SIT1602AI-23-33E-25.000000E","SIT1602AI-23-33E-25.000000E","292/604021062432","1","20200311","2000","0.2200","USD","SS","NONEDISITIME","202003","0.1950"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2281476","JABIL CIRCUIT (GUANGZHOU) LIMITED","CN","SIT1602AC-13-33S-27.000000D","SIT1602AC-13-33S-27.000000D","292/604021064219","1","20200313","3000","0.2900","USD","SS","NONEDISITIME","202003","0.2640"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2281476","JABIL CIRCUIT (GUANGZHOU) LIMITED","CN","SIT1602AI-23-33E-25.000000E","SIT1602AI-23-33E-25.000000E","292/604021064223","1","20200313","1000","0.2200","USD","SS","NONEDISITIME","202003","0.1950"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2281476","JABIL CIRCUIT (GUANGZHOU) LIMITED","CN","SIT1602AI-23-33E-25.000000E","SIT1602AI-23-33E-25.000000E","292/604021062525","1","20200311","1000","0.2200","USD","SS","NONEDISITIME","202003","0.1950"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2281476","JABIL CIRCUIT (GUANGZHOU) LIMITED","CN","SIT1602AC-13-33S-27.000000D","SIT1602AC-13-33S-27.000000D","292/604021063300","1","20200312","3000","0.2900","USD","SS","NONEDISITIME","202003","0.2640"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2281476","JABIL CIRCUIT (GUANGZHOU) LIMITED","CN","SIT1602AI-23-33E-25.000000E","SIT1602AI-23-33E-25.000000E","292/604021063311","1","20200312","1000","0.2200","USD","SS","NONEDISITIME","202003","0.1950"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2281476","JABIL CIRCUIT (GUANGZHOU) LIMITED","CN","SIT1602AI-23-33E-25.000000E","SIT1602AI-23-33E-25.000000E","292/604021065885","1","20200317","1000","0.2200","USD","SS","NONEDISITIME","202003","0.1950"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2281476","JABIL CIRCUIT (GUANGZHOU) LIMITED","CN","SIT1602AI-23-33E-25.000000E","SIT1602AI-23-33E-25.000000E","292/604021066073","1","20200317","1000","0.2200","USD","SS","NONEDISITIME","202003","0.1950"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2281476","JABIL CIRCUIT (GUANGZHOU) LIMITED","CN","SIT1602AI-23-33E-25.000000E","SIT1602AI-23-33E-25.000000E","292/604021066670","1","20200318","1000","0.2200","USD","SS","NONEDISITIME","202003","0.1950"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2281476","JABIL CIRCUIT (GUANGZHOU) LIMITED","CN","SIT1602AI-23-33E-25.000000E","SIT1602AI-23-33E-25.000000E","292/604021069694","1","20200323","1000","0.2200","USD","SS","NONEDISITIME","202003","0.1950"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2281476","JABIL CIRCUIT (GUANGZHOU) LIMITED","CN","SIT1602AI-23-33E-25.000000E","SIT1602AI-23-33E-25.000000E","292/604021069697","1","20200323","1000","0.2200","USD","SS","NONEDISITIME","202003","0.1950"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2281476","JABIL CIRCUIT (GUANGZHOU) LIMITED","CN","SIT1602AI-23-33E-25.000000E","SIT1602AI-23-33E-25.000000E","292/604021070793","1","20200324","1000","0.2200","USD","SS","NONEDISITIME","202003","0.1950"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2281476","JABIL CIRCUIT (GUANGZHOU) LIMITED","CN","SIT1602AI-23-33E-25.000000E","SIT1602AI-23-33E-25.000000E","292/604021071433","1","20200325","1000","0.2200","USD","SS","NONEDISITIME","202003","0.1950"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2281476","JABIL CIRCUIT (GUANGZHOU) LIMITED","CN","SIT1602AI-23-33E-25.000000E","SIT1602AI-23-33E-25.000000E","292/604021072500","1","20200326","1000","0.2200","USD","SS","NONEDISITIME","202003","0.1950"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2277624","Jabil Precision Industry (Guangzhou","HK","SIT1533AI-H4-DCC-32.768D","SIT1533AI-H4-DCC-32.768D","292/604090010415","1","20200313","-186000","0.0050","USD","RP","NONEDISITIME","202003","0.2000"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2089096","JABIL CIRCUIT (GUANGZHOU) LIMITED","HK","SIT1602AI-23-33E-50.000000E","SIT1602AI-23-33E-50.000000E","292/604021057978","1","20200303","20000","0.2200","USD","SS","NONEDISITIME","202003","0.1950"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2089096","JABIL CIRCUIT (GUANGZHOU) LIMITED","HK","SIT8208AIS21-33E-33.333333Y","SIT8208AIS21-33E-33.333333Y","292/604021058111","1","20200304","1000","0.7000","USD","SS","NONEDISITIME","202003","0.6160"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2089096","JABIL CIRCUIT (GUANGZHOU) LIMITED","HK","SIT1602AI-23-33E-50.000000E","SIT1602AI-23-33E-50.000000E","292/604021068563","1","20200320","20000","0.2200","USD","SS","NONEDISITIME","202003","0.1950"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2279239","Jabil Precision Industry (Guangzhou","HK","SIT8008BCU13-18N-72.000000E","SIT8008BCU13-18N-72.000000E","292/604021068593","1","20200320","4000","0.2150","USD","SS","NONEDISITIME","202003","0.2000"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2279239","Jabil Precision Industry (Guangzhou","HK","SIT8008BCU13-18N-72.000000E","SIT8008BCU13-18N-72.000000E","292/604021068594","1","20200320","5000","0.2150","USD","SS","NONEDISITIME","202003","0.2000"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2279239","Jabil Precision Industry (Guangzhou","HK","SIT8008BCU13-18N-72.000000E","SIT8008BCU13-18N-72.000000E","292/604021072028","1","20200325","2000","0.2150","USD","SS","NONEDISITIME","202003","0.2000"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2281476","JABIL CIRCUIT (GUANGZHOU) LIMITED","CN","SIT1602AI-23-33E-25.000000E","SIT1602AI-23-33E-25.000000E","292/604021054091","1","20200227","2000","0.2200","USD","SS","NONEDISITIME","202003","0.1950"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2281476","JABIL CIRCUIT (GUANGZHOU) LIMITED","CN","SIT1602AI-23-33E-25.000000E","SIT1602AI-23-33E-25.000000E","292/604021054859","1","20200228","1000","0.2200","USD","SS","NONEDISITIME","202003","0.1950"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2281476","JABIL CIRCUIT (GUANGZHOU) LIMITED","CN","SIT1602AI-23-33E-25.000000E","SIT1602AI-23-33E-25.000000E","292/604021057310","1","20200303","1000","0.2200","USD","SS","NONEDISITIME","202003","0.1950"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2281476","JABIL CIRCUIT (GUANGZHOU) LIMITED","CN","SIT1602AI-23-33E-25.000000E","SIT1602AI-23-33E-25.000000E","292/604021057444","1","20200303","1000","0.2200","USD","SS","NONEDISITIME","202003","0.1950"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6733","2281476","JABIL CIRCUIT (GUANGZHOU) LIMITED","CN","SIT1602AI-23-33E-25.000000E","SIT1602AI-23-33E-25.000000E","292/604021057113","1","20200303","1000","0.2200","USD","SS","NONEDISITIME","202003","0.1950"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6756","2207149","Beijing Shuangyiqi Electronic Co.,L","HK","SIT1602BI-13-XXS-27.000000E","SIT1602BI-13-XXS-27.000000E","293/605021964627","3","20200316","2000","0.4800","USD","SS","NONEDISITIME","202003","0.4000"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6756","2207149","Beijing Shuangyiqi Electronic Co.,L","HK","SIT1602BI-13-18S-33.333300E","SIT1602BI-13-18S-33.333300E","293/605021964627","2","20200316","3000","0.4800","USD","SS","NONEDISITIME","202003","0.3700"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6756","2207149","Beijing Shuangyiqi Electronic Co.,L","HK","SIT1602BI-13-18S-24.000000E","SIT1602BI-13-18S-24.000000E","293/605021964627","1","20200316","3000","0.4800","USD","SS","NONEDISITIME","202003","0.3700"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6756","2207149","Beijing Shuangyiqi Electronic Co.,L","HK","SIT9120AI-2B2-XXS200.000000E","SIT9120AI-2B2-XXS200.000000E","293/605021964673","2","20200316","3000","1.7000","USD","SS","NONEDISITIME","202003","1.3800"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6772","2135636","ZHONGSHAN EUROTEC ELECTRONICS LTD","HK","SIT3808AC-CF-33EX-49.152000Y","SIT3808AC-CF-33EX-49.152000Y","293/605021948890","1","20200304","1000","6.0000","USD","SS","NONEDISITIME","202003","5.1000"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6772","2135636","ZHONGSHAN EUROTEC ELECTRONICS LTD","HK","SIT3808AC-CF-33EX-45.158400Y","SIT3808AC-CF-33EX-45.158400Y","293/605021948543","1","20200303","1000","6.0000","USD","SS","NONEDISITIME","202003","5.1000"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6788","2043087","INSPUR ELECTRONIC INFORMATION INDUS","HK","SIT1602AC-33-33E-24.000000Y","SIT1602AC-33-33E-24.000000Y","293/605021966286","1","20200317","9000","0.1850","USD","SS","NONEDISITIME","202003","0.1700"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6788","2043087","INSPUR ELECTRONIC INFORMATION INDUS","HK","SIT1602AC-33-33E-24.000000Y","SIT1602AC-33-33E-24.000000Y","293/605021966251","1","20200317","1000","0.1850","USD","SS","NONEDISITIME","202003","0.1700"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6788","2043087","INSPUR ELECTRONIC INFORMATION INDUS","HK","SIT8008BI-21-18E-100.000000E","SIT8008BI-21-18E-100.000000E","293/605021973142","1","20200320","6000","0.3800","USD","SS","NONEDISITIME","202003","0.3300"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6788","2043087","INSPUR ELECTRONIC INFORMATION INDUS","HK","SIT8008BI-21-18E-100.000000E","SIT8008BI-21-18E-100.000000E","293/605021974518","1","20200323","10000","0.3800","USD","SS","NONEDISITIME","202003","0.3300"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6788","2043087","INSPUR ELECTRONIC INFORMATION INDUS","HK","SIT8008BI-21-18E-100.000000E","SIT8008BI-21-18E-100.000000E","293/605021971068","1","20200319","6000","0.3800","USD","SS","NONEDISITIME","202003","0.3300"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6788","2043087","INSPUR ELECTRONIC INFORMATION INDUS","HK","SIT9120AI-2D2-33E150.000000Y","SIT9120AI-2D2-33E150.000000Y","293/605021975395","1","20200323","3000","0.7900","USD","SS","NONEDISITIME","202003","0.7110"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6788","2043087","INSPUR ELECTRONIC INFORMATION INDUS","HK","SIT8008BI-21-18E-100.000000E","SIT8008BI-21-18E-100.000000E","293/605021971095","1","20200319","1000","0.3800","USD","SS","NONEDISITIME","202003","0.3300"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6788","2043087","INSPUR ELECTRONIC INFORMATION INDUS","HK","SIT1602AI-12-18E-75.000000E","SIT1602AI-12-18E-75.000000E","293/605021970967","1","20200319","24000","0.2100","USD","SS","NONEDISITIME","202003","0.1900"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6788","2043087","INSPUR ELECTRONIC INFORMATION INDUS","HK","SIT1602AI-12-18E-75.000000E","SIT1602AI-12-18E-75.000000E","293/605021959781","1","20200311","36000","0.2100","USD","SS","NONEDISITIME","202003","0.1900"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6788","2043087","INSPUR ELECTRONIC INFORMATION INDUS","HK","SIT8008BI-21-18E-100.000000E","SIT8008BI-21-18E-100.000000E","293/605021971094","1","20200319","3000","0.3800","USD","SS","NONEDISITIME","202003","0.3300"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6788","2043087","INSPUR ELECTRONIC INFORMATION INDUS","HK","SIT8008BI-21-18E-100.000000E","SIT8008BI-21-18E-100.000000E","293/605021959813","1","20200311","1000","0.3800","USD","SS","NONEDISITIME","202003","0.3300"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6802","2045340","FLEXTRONICS ELECTRONICS TECHNOLOGY ","CN","SIT8008BC-83-33N-48.000000Y","SIT8008BC-83-33N-48.000000Y","293/605021971603","1","20200320","1000","0.4500","USD","SS","NONEDISITIME","202003","0.3600"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6804","2212799","JABIL CIRCUIT (WUXI) CO., LTD.","CN","SIT1562AI-JE-DCC-32.768Q","SIT1562AI-JE-DCC-32.768Q","293/605021977849","1","20200325","5000","0.3437","USD","SS","NONEDISITIME","202003","0.3238"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6804","2051167","JABIL CIRCUIT (SHANGHAI) LTD","CN","SIT8008AI-12-25E-24.000000E","SIT8008AI-12-25E-24.000000E","293/605021974511","1","20200323","4000","0.2600","USD","SS","NONEDISITIME","202003","0.2340"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6804","2051167","JABIL CIRCUIT (SHANGHAI) LTD","CN","SIT8008AI-12-33E-25.000000E","SIT8008AI-12-33E-25.000000E","293/605021973140","1","20200320","4000","0.2600","USD","SS","NONEDISITIME","202003","0.2340"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6804","2051167","JABIL CIRCUIT (SHANGHAI) LTD","CN","SIT8008AI-12-33E-25.000000E","SIT8008AI-12-33E-25.000000E","293/605021973139","1","20200320","4000","0.2600","USD","SS","NONEDISITIME","202003","0.2340"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6804","2051167","JABIL CIRCUIT (SHANGHAI) LTD","CN","SIT8008AI-12-25E-24.000000E","SIT8008AI-12-25E-24.000000E","293/605021971689","1","20200320","2000","0.2600","USD","SS","NONEDISITIME","202003","0.2340"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6804","2051167","JABIL CIRCUIT (SHANGHAI) LTD","CN","SIT8008AI-12-25E-24.000000E","SIT8008AI-12-25E-24.000000E","293/605021971574","1","20200320","4000","0.2600","USD","SS","NONEDISITIME","202003","0.2340"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6804","2212799","JABIL CIRCUIT (WUXI) CO., LTD.","CN","SIT1532AC-J5-DCC-32.768D","SIT1532AC-J5-DCC-32.768D","293/605021969941","1","20200319","21000","0.1636","USD","SS","NONEDISITIME","202003","0.1562"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6804","2212799","JABIL CIRCUIT (WUXI) CO., LTD.","CN","SIT1532AC-J5-DCC-32.768D","SIT1532AC-J5-DCC-32.768D","293/605021969639","1","20200319","18000","0.1636","USD","SS","NONEDISITIME","202003","0.1562"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6804","2212799","JABIL CIRCUIT (WUXI) CO., LTD.","CN","SIT1532AC-J5-DCC-32.768D","SIT1532AC-J5-DCC-32.768D","293/605021969616","1","20200319","18000","0.1636","USD","SS","NONEDISITIME","202003","0.1562"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6804","2051167","JABIL CIRCUIT (SHANGHAI) LTD","CN","SIT8008AI-12-25E-24.000000E","SIT8008AI-12-25E-24.000000E","293/605021968178","1","20200318","4000","0.2600","USD","SS","NONEDISITIME","202003","0.2340"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6804","2051167","JABIL CIRCUIT (SHANGHAI) LTD","CN","SIT8008AI-12-25E-24.000000E","SIT8008AI-12-25E-24.000000E","293/605021968084","1","20200318","4000","0.2600","USD","SS","NONEDISITIME","202003","0.2340"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6804","2051167","JABIL CIRCUIT (SHANGHAI) LTD","CN","SIT8008AI-12-33E-48.000000E","SIT8008AI-12-33E-48.000000E","293/605021983360","1","20200327","3000","0.2600","USD","SS","NONEDISITIME","202003","0.2340"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6804","2051167","JABIL CIRCUIT (SHANGHAI) LTD","CN","SIT8008AI-12-25E-24.000000E","SIT8008AI-12-25E-24.000000E","293/605021964268","1","20200316","4000","0.2600","USD","SS","NONEDISITIME","202003","0.2340"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6804","2051167","JABIL CIRCUIT (SHANGHAI) LTD","CN","SIT8008AI-12-33E-25.000000E","SIT8008AI-12-33E-25.000000E","293/605021956007","1","20200309","3000","0.2600","USD","SS","NONEDISITIME","202003","0.2340"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6804","2051167","JABIL CIRCUIT (SHANGHAI) LTD","CN","SIT9001AI-23-33E2-24.00000T","SIT9001AI-23-33E2-24.00000T","293/605021978150","1","20200325","3000","0.9100","USD","SS","NONEDISITIME","202003","0.8190"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6804","2051167","JABIL CIRCUIT (SHANGHAI) LTD","CN","SIT9001AI-23-33E2-24.00000T","SIT9001AI-23-33E2-24.00000T","293/605021975912","1","20200324","3000","0.9100","USD","SS","NONEDISITIME","202003","0.8190"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6804","2047904","JABIL CIRCUIT (WUXI) CO., LTD.","CN","SIT9120AI-1B2-33E25.000000X","SIT9120AI-1B2-33E25.000000X","293/605021955014","1","20200309","500","1.5000","USD","SS","NONEDISITIME","202003","1.3500"," USD",""
"ARROW","ARROW ASIA PAC LIMITED","6804","2047904","JABIL CIRCUIT (WUXI) CO., LTD.","CN","SIT9120AI-1D2-33E75.000000T","SIT9120AI-1D2-33E75.000000T","293/605021951117","1","20200305","3000","0.8350","USD","SS","NONEDISITIME","202003","0.7735"," USD",""
